latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.01933,29.015692,48.0,10800,Europe/Istanbul,GMT+3

time,precipitation_sum (mm),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm)
2008-05-12,0.00,13.2,0.00,0.00
2008-05-13,0.00,14.0,0.00,0.00
2008-05-14,1.40,15.6,1.40,0.00
2008-05-15,0.10,15.3,0.10,0.00
2008-05-16,0.00,15.7,0.00,0.00
2008-05-17,0.00,16.6,0.00,0.00
2008-05-18,0.00,18.1,0.00,0.00
2008-05-19,0.00,19.3,0.00,0.00
2008-05-20,0.00,21.8,0.00,0.00
2008-05-21,0.00,23.5,0.00,0.00
2008-05-22,0.00,21.4,0.00,0.00
2008-05-23,0.00,20.1,0.00,0.00
2008-05-24,0.00,19.3,0.00,0.00
2008-05-25,0.00,19.6,0.00,0.00
2008-05-26,0.30,19.6,0.30,0.00
2008-05-27,0.00,20.1,0.00,0.00
2008-05-28,0.00,21.1,0.00,0.00
2008-05-29,0.60,18.7,0.60,0.00
2008-05-30,0.00,17.6,0.00,0.00
2008-05-31,0.00,18.6,0.00,0.00
2008-06-01,0.00,18.8,0.00,0.00
2008-06-02,0.00,18.3,0.00,0.00
2008-06-03,0.00,17.4,0.00,0.00
2008-06-04,0.00,18.3,0.00,0.00
2008-06-05,0.00,19.4,0.00,0.00
2008-06-06,0.30,19.9,0.30,0.00
2008-06-07,2.70,19.0,2.70,0.00
2008-06-08,0.10,20.0,0.10,0.00
2008-06-09,0.00,20.1,0.00,0.00
2008-06-10,1.70,20.0,1.70,0.00
2008-06-11,0.00,19.9,0.00,0.00
2008-06-12,0.00,22.0,0.00,0.00
2008-06-13,0.00,23.5,0.00,0.00
2008-06-14,0.00,23.0,0.00,0.00
2008-06-15,0.00,22.2,0.00,0.00
2008-06-16,0.90,21.3,0.90,0.00
2008-06-17,0.00,22.5,0.00,0.00
2008-06-18,0.00,24.2,0.00,0.00
2008-06-19,0.00,25.7,0.00,0.00
2008-06-20,0.00,23.3,0.00,0.00
2008-06-21,0.40,22.2,0.40,0.00
2008-06-22,0.00,23.0,0.00,0.00
2008-06-23,0.00,24.0,0.00,0.00
2008-06-24,0.00,24.8,0.00,0.00
2008-06-25,0.00,25.3,0.00,0.00
2008-06-26,0.00,25.1,0.00,0.00
2008-06-27,0.00,24.5,0.00,0.00
2008-06-28,0.00,24.7,0.00,0.00
2008-06-29,0.30,24.4,0.30,0.00
2008-06-30,0.00,23.9,0.00,0.00
2008-07-01,0.00,24.3,0.00,0.00
2008-07-02,0.00,24.4,0.00,0.00
2008-07-03,0.00,23.9,0.00,0.00
2008-07-04,0.00,23.6,0.00,0.00
2008-07-05,0.00,24.3,0.00,0.00
2008-07-06,0.00,24.5,0.00,0.00
2008-07-07,0.00,23.8,0.00,0.00
2008-07-08,0.00,24.4,0.00,0.00
2008-07-09,0.00,24.9,0.00,0.00
2008-07-10,0.00,23.6,0.00,0.00
2008-07-11,0.00,23.5,0.00,0.00
2008-07-12,0.00,22.9,0.00,0.00
2008-07-13,0.00,23.9,0.00,0.00
2008-07-14,0.00,24.3,0.00,0.00
2008-07-15,0.00,25.6,0.00,0.00
2008-07-16,4.90,21.9,4.90,0.00
2008-07-17,1.10,21.5,1.10,0.00
2008-07-18,0.00,24.3,0.00,0.00
2008-07-19,0.00,24.4,0.00,0.00
2008-07-20,0.00,24.6,0.00,0.00
2008-07-21,0.00,25.2,0.00,0.00
2008-07-22,0.00,25.0,0.00,0.00
2008-07-23,0.00,24.9,0.00,0.00
2008-07-24,0.00,23.6,0.00,0.00
2008-07-25,1.30,22.9,1.30,0.00
2008-07-26,0.00,23.8,0.00,0.00
2008-07-27,0.10,23.4,0.10,0.00
2008-07-28,0.90,23.0,0.90,0.00
2008-07-29,0.90,23.8,0.90,0.00
2008-07-30,0.00,24.6,0.00,0.00
2008-07-31,0.00,24.5,0.00,0.00
2008-08-01,0.00,23.9,0.00,0.00
2008-08-02,0.00,24.1,0.00,0.00
2008-08-03,0.00,23.7,0.00,0.00
2008-08-04,0.00,24.2,0.00,0.00
2008-08-05,0.00,24.4,0.00,0.00
2008-08-06,0.00,24.8,0.00,0.00
2008-08-07,0.00,24.4,0.00,0.00
2008-08-08,0.00,23.6,0.00,0.00
2008-08-09,0.00,24.0,0.00,0.00
2008-08-10,0.00,23.9,0.00,0.00
2008-08-11,0.40,24.0,0.40,0.00
2008-08-12,0.00,24.8,0.00,0.00
2008-08-13,0.00,25.1,0.00,0.00
2008-08-14,0.00,26.0,0.00,0.00
2008-08-15,0.00,26.0,0.00,0.00
2008-08-16,0.00,25.5,0.00,0.00
2008-08-17,0.00,27.0,0.00,0.00
2008-08-18,0.00,27.6,0.00,0.00
2008-08-19,0.00,25.6,0.00,0.00
2008-08-20,0.00,25.4,0.00,0.00
2008-08-21,0.00,25.5,0.00,0.00
2008-08-22,0.00,26.3,0.00,0.00
2008-08-23,0.00,26.8,0.00,0.00
2008-08-24,0.00,26.2,0.00,0.00
2008-08-25,0.00,25.3,0.00,0.00
2008-08-26,0.00,25.3,0.00,0.00
2008-08-27,0.00,24.9,0.00,0.00
2008-08-28,0.00,24.7,0.00,0.00
2008-08-29,0.00,24.6,0.00,0.00
2008-08-30,0.00,24.1,0.00,0.00
2008-08-31,0.50,22.4,0.50,0.00
2008-09-01,0.00,21.8,0.00,0.00
2008-09-02,0.30,23.2,0.30,0.00
2008-09-03,0.00,22.8,0.00,0.00
2008-09-04,0.00,22.9,0.00,0.00
2008-09-05,0.00,22.8,0.00,0.00
2008-09-06,0.00,23.0,0.00,0.00
2008-09-07,0.00,23.1,0.00,0.00
2008-09-08,0.00,23.8,0.00,0.00
2008-09-09,0.00,23.6,0.00,0.00
2008-09-10,0.00,22.7,0.00,0.00
2008-09-11,0.00,22.1,0.00,0.00
2008-09-12,0.00,22.7,0.00,0.00
2008-09-13,0.00,24.3,0.00,0.00
2008-09-14,0.30,22.2,0.30,0.00
2008-09-15,0.00,23.3,0.00,0.00
2008-09-16,0.00,24.2,0.00,0.00
2008-09-17,16.80,22.4,16.80,0.00
2008-09-18,18.00,17.5,18.00,0.00
2008-09-19,0.00,17.1,0.00,0.00
2008-09-20,1.80,17.4,1.80,0.00
2008-09-21,19.80,16.4,19.80,0.00
2008-09-22,3.10,16.7,3.10,0.00
2008-09-23,2.00,17.4,2.00,0.00
2008-09-24,2.80,17.0,2.80,0.00
2008-09-25,0.40,18.6,0.40,0.00
2008-09-26,1.90,18.9,1.90,0.00
2008-09-27,34.10,15.9,34.10,0.00
2008-09-28,1.90,16.0,1.90,0.00
2008-09-29,11.20,15.1,11.20,0.00
2008-09-30,0.10,15.6,0.10,0.00
2008-10-01,0.00,15.9,0.00,0.00
2008-10-02,0.00,17.3,0.00,0.00
2008-10-03,3.10,20.0,3.10,0.00
2008-10-04,0.60,19.9,0.60,0.00
2008-10-05,3.50,20.0,3.50,0.00
2008-10-06,1.10,17.3,1.10,0.00
2008-10-07,0.00,17.1,0.00,0.00
2008-10-08,0.30,17.2,0.30,0.00
2008-10-09,0.10,16.7,0.10,0.00
2008-10-10,0.70,16.1,0.70,0.00
2008-10-11,1.10,15.7,1.10,0.00
2008-10-12,0.90,15.7,0.90,0.00
2008-10-13,0.00,16.1,0.00,0.00
2008-10-14,0.00,17.1,0.00,0.00
2008-10-15,6.90,16.8,6.90,0.00
2008-10-16,0.20,16.4,0.20,0.00
2008-10-17,0.00,16.2,0.00,0.00
2008-10-18,0.00,15.9,0.00,0.00
2008-10-19,0.00,16.1,0.00,0.00
2008-10-20,0.00,16.2,0.00,0.00
2008-10-21,0.00,15.7,0.00,0.00
2008-10-22,0.00,16.2,0.00,0.00
2008-10-23,0.00,15.2,0.00,0.00
2008-10-24,0.00,14.4,0.00,0.00
2008-10-25,2.10,13.7,2.10,0.00
2008-10-26,24.30,13.9,24.30,0.00
2008-10-27,10.80,14.2,10.80,0.00
2008-10-28,0.30,14.1,0.30,0.00
2008-10-29,0.00,14.3,0.00,0.00
2008-10-30,0.00,15.5,0.00,0.00
2008-10-31,0.00,17.4,0.00,0.00
2008-11-01,0.00,17.0,0.00,0.00
2008-11-02,0.00,17.7,0.00,0.00
2008-11-03,0.00,15.9,0.00,0.00
2008-11-04,0.00,15.6,0.00,0.00
2008-11-05,0.00,15.1,0.00,0.00
2008-11-06,0.00,14.3,0.00,0.00
2008-11-07,0.00,15.0,0.00,0.00
2008-11-08,0.00,13.7,0.00,0.00
2008-11-09,0.00,14.2,0.00,0.00
2008-11-10,0.00,14.1,0.00,0.00
2008-11-11,0.00,13.3,0.00,0.00
2008-11-12,0.00,12.7,0.00,0.00
2008-11-13,1.10,11.9,1.10,0.00
2008-11-14,0.00,11.4,0.00,0.00
2008-11-15,0.10,11.5,0.10,0.00
2008-11-16,0.00,12.3,0.00,0.00
2008-11-17,0.00,11.7,0.00,0.00
2008-11-18,8.40,11.3,8.40,0.00
2008-11-19,2.40,12.6,2.40,0.00
2008-11-20,4.70,11.7,4.70,0.00
2008-11-21,0.00,13.6,0.00,0.00
2008-11-22,12.00,15.3,12.00,0.00
2008-11-23,3.10,6.9,3.10,0.00
2008-11-24,4.60,7.3,4.60,0.00
2008-11-25,0.00,13.0,0.00,0.00
2008-11-26,8.20,14.7,8.20,0.00
2008-11-27,14.30,8.8,14.30,0.00
2008-11-28,0.30,7.4,0.30,0.00
2008-11-29,0.40,9.3,0.40,0.00
2008-11-30,1.30,11.7,1.30,0.00
2008-12-01,0.00,12.9,0.00,0.00
2008-12-02,0.00,12.7,0.00,0.00
2008-12-03,0.20,13.8,0.20,0.00
2008-12-04,0.00,14.5,0.00,0.00
2008-12-05,0.00,15.3,0.00,0.00
2008-12-06,0.00,14.5,0.00,0.00
2008-12-07,4.60,13.5,4.60,0.00
2008-12-08,0.40,9.4,0.40,0.00
2008-12-09,3.50,6.1,3.50,0.00
2008-12-10,0.00,6.2,0.00,0.00
2008-12-11,0.00,6.6,0.00,0.00
2008-12-12,0.10,8.7,0.10,0.00
2008-12-13,1.30,9.4,1.30,0.00
2008-12-14,0.00,9.9,0.00,0.00
2008-12-15,0.00,9.9,0.00,0.00
2008-12-16,0.00,9.1,0.00,0.00
2008-12-17,0.00,8.8,0.00,0.00
2008-12-18,1.20,11.4,1.20,0.00
2008-12-19,0.60,12.4,0.60,0.00
2008-12-20,13.50,9.9,13.50,0.00
2008-12-21,12.10,7.4,12.10,0.00
2008-12-22,4.80,7.0,4.80,0.00
2008-12-23,0.70,6.5,0.70,0.00
2008-12-24,15.90,3.9,13.50,1.68
2008-12-25,0.50,2.8,0.50,0.00
2008-12-26,2.10,2.9,2.10,0.00
2008-12-27,0.00,3.1,0.00,0.00
2008-12-28,0.70,4.6,0.70,0.00
2008-12-29,6.00,3.0,5.60,0.28
2008-12-30,9.70,2.5,8.40,0.91
2008-12-31,6.10,3.0,5.50,0.42
2009-01-01,0.20,3.9,0.20,0.00
2009-01-02,8.60,5.5,8.60,0.00
2009-01-03,3.40,4.7,3.40,0.00
2009-01-04,13.90,4.9,13.90,0.00
2009-01-05,12.70,5.9,12.70,0.00
2009-01-06,13.80,6.2,13.80,0.00
2009-01-07,0.00,5.5,0.00,0.00
2009-01-08,0.70,5.5,0.70,0.00
2009-01-09,3.70,2.7,2.80,0.63
2009-01-10,0.00,2.2,0.00,0.00
2009-01-11,0.20,3.5,0.20,0.00
2009-01-12,0.00,4.0,0.00,0.00
2009-01-13,0.00,5.2,0.00,0.00
2009-01-14,2.10,5.4,2.10,0.00
2009-01-15,0.00,9.4,0.00,0.00
2009-01-16,3.50,8.5,3.50,0.00
2009-01-17,5.20,4.3,5.20,0.00
2009-01-18,0.00,4.1,0.00,0.00
2009-01-19,0.00,7.8,0.00,0.00
2009-01-20,0.00,9.3,0.00,0.00
2009-01-21,0.20,9.7,0.20,0.00
2009-01-22,0.00,9.4,0.00,0.00
2009-01-23,1.10,9.5,1.10,0.00
2009-01-24,1.30,10.2,1.30,0.00
2009-01-25,5.40,11.2,5.40,0.00
2009-01-26,6.70,11.1,6.70,0.00
2009-01-27,0.10,11.4,0.10,0.00
2009-01-28,0.70,10.2,0.70,0.00
2009-01-29,5.40,8.1,5.40,0.00
2009-01-30,1.00,5.9,1.00,0.00
2009-01-31,1.80,4.7,1.80,0.00
2009-02-01,0.00,5.2,0.00,0.00
2009-02-02,0.00,6.2,0.00,0.00
2009-02-03,0.80,7.6,0.80,0.00
2009-02-04,0.00,10.4,0.00,0.00
2009-02-05,0.00,12.1,0.00,0.00
2009-02-06,0.00,11.0,0.00,0.00
2009-02-07,2.90,11.6,2.90,0.00
2009-02-08,12.50,11.5,12.50,0.00
2009-02-09,7.00,10.8,7.00,0.00
2009-02-10,22.20,6.6,22.20,0.00
2009-02-11,0.20,8.9,0.20,0.00
2009-02-12,6.50,10.2,6.50,0.00
2009-02-13,8.60,8.3,8.60,0.00
2009-02-14,13.40,5.6,13.40,0.00
2009-02-15,5.10,4.5,5.10,0.00
2009-02-16,2.50,3.5,2.50,0.00
2009-02-17,0.80,2.8,0.80,0.00
2009-02-18,0.00,6.6,0.00,0.00
2009-02-19,4.50,8.3,4.50,0.00
2009-02-20,2.20,7.0,2.20,0.00
2009-02-21,4.30,4.7,4.30,0.00
2009-02-22,1.30,2.7,1.30,0.00
2009-02-23,0.00,3.6,0.00,0.00
2009-02-24,0.00,4.6,0.00,0.00
2009-02-25,1.20,5.1,1.20,0.00
2009-02-26,8.50,3.4,7.80,0.49
2009-02-27,4.80,3.7,4.80,0.00
2009-02-28,0.40,3.9,0.40,0.00
2009-03-01,0.80,5.7,0.80,0.00
2009-03-02,4.70,7.9,4.70,0.00
2009-03-03,1.70,6.2,1.70,0.00
2009-03-04,0.00,7.4,0.00,0.00
2009-03-05,0.00,10.6,0.00,0.00
2009-03-06,2.30,11.8,2.30,0.00
2009-03-07,8.30,9.8,8.30,0.00
2009-03-08,1.50,9.4,1.50,0.00
2009-03-09,1.00,8.7,1.00,0.00
2009-03-10,8.80,9.3,8.80,0.00
2009-03-11,1.20,6.7,1.20,0.00
2009-03-12,4.10,6.5,4.10,0.00
2009-03-13,16.00,5.9,15.90,0.07
2009-03-14,5.10,6.5,5.10,0.00
2009-03-15,2.70,5.9,2.70,0.00
2009-03-16,0.10,6.5,0.10,0.00
2009-03-17,0.20,6.2,0.20,0.00
2009-03-18,0.60,6.0,0.60,0.00
2009-03-19,12.00,4.7,12.00,0.00
2009-03-20,1.00,5.4,1.00,0.00
2009-03-21,0.20,6.6,0.20,0.00
2009-03-22,6.90,7.8,6.90,0.00
2009-03-23,5.20,7.0,5.20,0.00
2009-03-24,0.00,9.2,0.00,0.00
2009-03-25,4.00,11.7,4.00,0.00
2009-03-26,13.20,6.8,13.20,0.00
2009-03-27,1.90,5.7,1.90,0.00
2009-03-28,0.00,6.3,0.00,0.00
2009-03-29,0.00,8.4,0.00,0.00
2009-03-30,0.00,12.3,0.00,0.00
2009-03-31,0.00,13.3,0.00,0.00
2009-04-01,0.00,11.7,0.00,0.00
2009-04-02,0.50,10.0,0.50,0.00
2009-04-03,0.00,9.6,0.00,0.00
2009-04-04,0.00,9.2,0.00,0.00
2009-04-05,0.00,9.5,0.00,0.00
2009-04-06,9.10,9.8,9.10,0.00
2009-04-07,0.60,9.5,0.60,0.00
2009-04-08,0.00,10.6,0.00,0.00
2009-04-09,0.00,12.2,0.00,0.00
2009-04-10,0.00,10.9,0.00,0.00
2009-04-11,0.00,10.3,0.00,0.00
2009-04-12,0.00,9.2,0.00,0.00
2009-04-13,1.40,10.1,1.40,0.00
2009-04-14,2.40,12.0,2.40,0.00
2009-04-15,0.20,10.3,0.20,0.00
2009-04-16,0.70,10.8,0.70,0.00
2009-04-17,0.50,11.4,0.50,0.00
2009-04-18,0.00,11.7,0.00,0.00
2009-04-19,0.00,14.1,0.00,0.00
2009-04-20,0.00,14.3,0.00,0.00
2009-04-21,0.00,14.0,0.00,0.00
2009-04-22,6.40,11.4,6.40,0.00
2009-04-23,5.30,8.8,5.30,0.00
2009-04-24,0.00,8.9,0.00,0.00
2009-04-25,0.00,9.2,0.00,0.00
2009-04-26,0.00,10.0,0.00,0.00
2009-04-27,0.10,9.7,0.10,0.00
2009-04-28,0.00,10.7,0.00,0.00
2009-04-29,0.90,12.3,0.90,0.00
2009-04-30,0.00,13.1,0.00,0.00
2009-05-01,2.00,14.6,2.00,0.00
2009-05-02,4.40,12.4,4.40,0.00
2009-05-03,0.00,12.8,0.00,0.00
2009-05-04,0.00,12.6,0.00,0.00
2009-05-05,0.00,12.5,0.00,0.00
2009-05-06,0.00,13.0,0.00,0.00
2009-05-07,0.00,14.5,0.00,0.00
2009-05-08,2.80,14.9,2.80,0.00
2009-05-09,0.00,16.0,0.00,0.00
2009-05-10,0.00,16.7,0.00,0.00
2009-05-11,0.00,16.6,0.00,0.00
2009-05-12,0.00,16.7,0.00,0.00
2009-05-13,0.10,17.7,0.10,0.00
2009-05-14,0.00,17.6,0.00,0.00
2009-05-15,0.00,19.6,0.00,0.00
2009-05-16,0.00,19.6,0.00,0.00
2009-05-17,0.00,20.9,0.00,0.00
2009-05-18,0.00,19.6,0.00,0.00
2009-05-19,0.00,17.7,0.00,0.00
2009-05-20,0.00,17.3,0.00,0.00
2009-05-21,0.60,17.3,0.60,0.00
2009-05-22,0.00,18.1,0.00,0.00
2009-05-23,0.00,17.8,0.00,0.00
2009-05-24,0.10,19.1,0.10,0.00
2009-05-25,0.00,19.4,0.00,0.00
2009-05-26,0.20,18.0,0.20,0.00
2009-05-27,0.00,17.5,0.00,0.00
2009-05-28,0.00,18.0,0.00,0.00
2009-05-29,0.00,18.3,0.00,0.00
2009-05-30,0.00,19.6,0.00,0.00
2009-05-31,0.00,18.7,0.00,0.00
2009-06-01,0.00,19.3,0.00,0.00
2009-06-02,0.30,20.7,0.30,0.00
2009-06-03,0.00,22.9,0.00,0.00
2009-06-04,5.20,19.1,5.20,0.00
2009-06-05,0.00,20.0,0.00,0.00
2009-06-06,0.00,21.1,0.00,0.00
2009-06-07,0.00,23.2,0.00,0.00
2009-06-08,0.00,23.8,0.00,0.00
2009-06-09,0.00,21.9,0.00,0.00
2009-06-10,0.00,22.0,0.00,0.00
2009-06-11,0.00,22.2,0.00,0.00
2009-06-12,0.00,22.3,0.00,0.00
2009-06-13,0.00,21.5,0.00,0.00
2009-06-14,0.00,20.2,0.00,0.00
2009-06-15,0.00,20.8,0.00,0.00
2009-06-16,0.00,21.6,0.00,0.00
2009-06-17,0.00,22.5,0.00,0.00
2009-06-18,0.30,21.3,0.30,0.00
2009-06-19,0.00,20.9,0.00,0.00
2009-06-20,0.00,21.7,0.00,0.00
2009-06-21,0.00,21.5,0.00,0.00
2009-06-22,0.00,24.8,0.00,0.00
2009-06-23,0.00,25.3,0.00,0.00
2009-06-24,0.00,25.2,0.00,0.00
2009-06-25,0.00,23.9,0.00,0.00
2009-06-26,0.00,22.6,0.00,0.00
2009-06-27,0.00,23.0,0.00,0.00
2009-06-28,0.00,23.7,0.00,0.00
2009-06-29,0.00,24.1,0.00,0.00
2009-06-30,0.00,24.5,0.00,0.00
2009-07-01,0.00,25.1,0.00,0.00
2009-07-02,0.00,24.4,0.00,0.00
2009-07-03,0.00,24.7,0.00,0.00
2009-07-04,0.00,24.5,0.00,0.00
2009-07-05,0.00,24.4,0.00,0.00
2009-07-06,0.00,25.0,0.00,0.00
2009-07-07,0.00,25.8,0.00,0.00
2009-07-08,0.00,25.4,0.00,0.00
2009-07-09,0.30,26.7,0.30,0.00
2009-07-10,0.70,25.9,0.70,0.00
2009-07-11,0.00,25.7,0.00,0.00
2009-07-12,0.40,23.8,0.40,0.00
2009-07-13,0.90,22.1,0.90,0.00
2009-07-14,1.00,22.9,1.00,0.00
2009-07-15,3.70,22.7,3.70,0.00
2009-07-16,3.00,24.9,3.00,0.00
2009-07-17,0.00,25.5,0.00,0.00
2009-07-18,0.00,25.0,0.00,0.00
2009-07-19,0.00,26.1,0.00,0.00
2009-07-20,0.00,25.2,0.00,0.00
2009-07-21,0.00,24.7,0.00,0.00
2009-07-22,0.00,24.4,0.00,0.00
2009-07-23,0.00,25.2,0.00,0.00
2009-07-24,0.00,25.9,0.00,0.00
2009-07-25,0.00,26.8,0.00,0.00
2009-07-26,0.00,25.6,0.00,0.00
2009-07-27,0.00,24.2,0.00,0.00
2009-07-28,0.00,23.4,0.00,0.00
2009-07-29,0.00,23.5,0.00,0.00
2009-07-30,0.00,23.8,0.00,0.00
2009-07-31,1.00,22.9,1.00,0.00
2009-08-01,1.50,23.4,1.50,0.00
2009-08-02,0.10,24.5,0.10,0.00
2009-08-03,0.00,25.3,0.00,0.00
2009-08-04,0.00,25.1,0.00,0.00
2009-08-05,0.00,25.0,0.00,0.00
2009-08-06,0.00,25.4,0.00,0.00
2009-08-07,0.40,25.1,0.40,0.00
2009-08-08,0.00,24.2,0.00,0.00
2009-08-09,0.00,23.5,0.00,0.00
2009-08-10,0.00,23.0,0.00,0.00
2009-08-11,0.00,22.5,0.00,0.00
2009-08-12,0.00,22.4,0.00,0.00
2009-08-13,0.00,22.9,0.00,0.00
2009-08-14,0.00,23.2,0.00,0.00
2009-08-15,0.00,23.6,0.00,0.00
2009-08-16,0.00,24.0,0.00,0.00
2009-08-17,0.00,24.4,0.00,0.00
2009-08-18,0.00,24.0,0.00,0.00
2009-08-19,0.00,23.9,0.00,0.00
2009-08-20,0.00,24.5,0.00,0.00
2009-08-21,0.00,23.1,0.00,0.00
2009-08-22,0.00,22.3,0.00,0.00
2009-08-23,0.00,22.6,0.00,0.00
2009-08-24,0.00,22.8,0.00,0.00
2009-08-25,0.00,22.8,0.00,0.00
2009-08-26,0.00,23.5,0.00,0.00
2009-08-27,0.00,23.5,0.00,0.00
2009-08-28,0.00,23.1,0.00,0.00
2009-08-29,0.00,23.2,0.00,0.00
2009-08-30,0.00,23.0,0.00,0.00
2009-08-31,0.00,23.2,0.00,0.00
2009-09-01,2.80,21.4,2.80,0.00
2009-09-02,0.00,21.5,0.00,0.00
2009-09-03,0.00,22.4,0.00,0.00
2009-09-04,0.00,24.6,0.00,0.00
2009-09-05,0.00,25.3,0.00,0.00
2009-09-06,0.00,23.6,0.00,0.00
2009-09-07,0.00,22.7,0.00,0.00
2009-09-08,3.40,22.3,3.40,0.00
2009-09-09,13.40,20.4,13.40,0.00
2009-09-10,1.80,21.1,1.80,0.00
2009-09-11,0.20,21.4,0.20,0.00
2009-09-12,18.10,21.0,18.10,0.00
2009-09-13,33.20,19.8,33.20,0.00
2009-09-14,0.00,20.4,0.00,0.00
2009-09-15,0.20,21.3,0.20,0.00
2009-09-16,0.00,20.9,0.00,0.00
2009-09-17,0.00,20.6,0.00,0.00
2009-09-18,0.00,20.8,0.00,0.00
2009-09-19,1.50,20.0,1.50,0.00
2009-09-20,1.70,17.6,1.70,0.00
2009-09-21,0.40,17.4,0.40,0.00
2009-09-22,0.10,18.0,0.10,0.00
2009-09-23,0.00,18.3,0.00,0.00
2009-09-24,0.00,18.8,0.00,0.00
2009-09-25,0.00,19.2,0.00,0.00
2009-09-26,0.00,19.2,0.00,0.00
2009-09-27,0.00,18.2,0.00,0.00
2009-09-28,0.00,17.6,0.00,0.00
2009-09-29,0.00,17.8,0.00,0.00
2009-09-30,0.00,18.3,0.00,0.00
2009-10-01,0.00,20.0,0.00,0.00
2009-10-02,0.00,19.7,0.00,0.00
2009-10-03,0.20,20.7,0.20,0.00
2009-10-04,1.10,21.2,1.10,0.00
2009-10-05,4.20,18.6,4.20,0.00
2009-10-06,0.00,18.8,0.00,0.00
2009-10-07,0.00,19.1,0.00,0.00
2009-10-08,0.00,18.8,0.00,0.00
2009-10-09,0.00,18.7,0.00,0.00
2009-10-10,0.00,18.9,0.00,0.00
2009-10-11,0.00,18.8,0.00,0.00
2009-10-12,0.00,19.2,0.00,0.00
2009-10-13,4.20,21.9,4.20,0.00
2009-10-14,1.70,13.8,1.70,0.00
2009-10-15,0.00,14.8,0.00,0.00
2009-10-16,0.00,18.4,0.00,0.00
2009-10-17,0.20,17.9,0.20,0.00
2009-10-18,0.00,19.6,0.00,0.00
2009-10-19,0.00,19.7,0.00,0.00
2009-10-20,0.10,19.0,0.10,0.00
2009-10-21,1.00,16.6,1.00,0.00
2009-10-22,0.00,16.2,0.00,0.00
2009-10-23,0.00,16.6,0.00,0.00
2009-10-24,0.00,19.1,0.00,0.00
2009-10-25,0.00,19.0,0.00,0.00
2009-10-26,0.00,18.4,0.00,0.00
2009-10-27,0.00,17.0,0.00,0.00
2009-10-28,3.90,15.3,3.90,0.00
2009-10-29,0.60,14.9,0.60,0.00
2009-10-30,12.00,12.6,12.00,0.00
2009-10-31,26.30,11.8,26.30,0.00
2009-11-01,8.20,10.5,8.20,0.00
2009-11-02,8.10,9.2,8.10,0.00
2009-11-03,1.90,9.2,1.90,0.00
2009-11-04,14.80,13.1,14.80,0.00
2009-11-05,2.60,13.7,2.60,0.00
2009-11-06,0.00,16.4,0.00,0.00
2009-11-07,0.00,16.1,0.00,0.00
2009-11-08,0.00,16.0,0.00,0.00
2009-11-09,0.00,15.4,0.00,0.00
2009-11-10,0.00,15.3,0.00,0.00
2009-11-11,7.60,14.8,7.60,0.00
2009-11-12,13.00,12.9,13.00,0.00
2009-11-13,0.10,10.7,0.10,0.00
2009-11-14,0.00,11.2,0.00,0.00
2009-11-15,0.60,11.7,0.60,0.00
2009-11-16,8.00,11.7,8.00,0.00
2009-11-17,1.30,11.3,1.30,0.00
2009-11-18,0.00,11.0,0.00,0.00
2009-11-19,0.00,11.5,0.00,0.00
2009-11-20,0.00,11.5,0.00,0.00
2009-11-21,0.00,11.9,0.00,0.00
2009-11-22,0.00,10.7,0.00,0.00
2009-11-23,0.00,10.5,0.00,0.00
2009-11-24,0.00,11.3,0.00,0.00
2009-11-25,0.00,10.6,0.00,0.00
2009-11-26,0.00,10.2,0.00,0.00
2009-11-27,0.00,9.9,0.00,0.00
2009-11-28,0.00,12.2,0.00,0.00
2009-11-29,7.00,13.0,7.00,0.00
2009-11-30,0.00,11.6,0.00,0.00
2009-12-01,0.00,12.9,0.00,0.00
2009-12-02,0.00,12.5,0.00,0.00
2009-12-03,0.00,11.7,0.00,0.00
2009-12-04,3.50,11.1,3.50,0.00
2009-12-05,0.80,11.5,0.80,0.00
2009-12-06,1.80,11.3,1.80,0.00
2009-12-07,0.00,9.4,0.00,0.00
2009-12-08,0.00,8.4,0.00,0.00
2009-12-09,0.10,9.2,0.10,0.00
2009-12-10,0.20,10.6,0.20,0.00
2009-12-11,17.90,9.8,17.90,0.00
2009-12-12,5.30,8.9,5.30,0.00
2009-12-13,20.90,6.4,20.90,0.00
2009-12-14,0.00,5.5,0.00,0.00
2009-12-15,0.70,8.9,0.70,0.00
2009-12-16,6.80,10.3,6.80,0.00
2009-12-17,5.90,6.4,5.90,0.00
2009-12-18,14.60,9.5,14.60,0.00
2009-12-19,4.30,4.7,4.10,0.14
2009-12-20,7.90,12.6,7.90,0.00
2009-12-21,17.20,2.9,12.40,3.36
2009-12-22,0.00,4.4,0.00,0.00
2009-12-23,0.00,10.4,0.00,0.00
2009-12-24,0.00,13.2,0.00,0.00
2009-12-25,0.00,13.8,0.00,0.00
2009-12-26,1.60,14.8,1.60,0.00
2009-12-27,1.00,13.8,1.00,0.00
2009-12-28,13.90,12.7,13.90,0.00
2009-12-29,0.00,7.1,0.00,0.00
2009-12-30,0.00,8.0,0.00,0.00
2009-12-31,0.00,12.3,0.00,0.00
2010-01-01,0.00,14.9,0.00,0.00
2010-01-02,7.70,12.9,7.70,0.00
2010-01-03,18.70,7.1,18.70,0.00
2010-01-04,4.20,2.5,3.60,0.49
